radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal,created_dt,updated_dt,network_type,provider,governorate,district,elevation_m
LTE,415,1,412,10534401,-1,35.5896,33.9362,871,31,1,1653402420,1749686048,0,2022-05-24 14:27:00+00:00,2025-06-11 23:54:08+00:00,4G,Alfa,Mount Lebanon,El Meten,27
LTE,415,1,412,10498561,-1,35.5838,33.9231,1000,20,1,1653402480,1749686048,0,2022-05-24 14:28:00+00:00,2025-06-11 23:54:08+00:00,4G,Alfa,Mount Lebanon,El Meten,23
LTE,415,1,412,10534402,-1,35.5872,33.9283,1618,33,1,1653402790,1749686048,0,2022-05-24 14:33:10+00:00,2025-06-11 23:54:08+00:00,4G,Alfa,Mount Lebanon,El Meten,26
LTE,415,1,412,10498563,-1,35.5834,33.9197,1000,21,1,1653402890,1749686048,0,2022-05-24 14:34:50+00:00,2025-06-11 23:54:08+00:00,4G,Alfa,Mount Lebanon,El Meten,26
LTE,415,1,412,10542081,-1,35.5883,33.9233,1042,14,1,1653574712,1728676089,0,2022-05-26 14:18:32+00:00,2024-10-11 19:48:09+00:00,4G,Alfa,Mount Lebanon,El Meten,39
LTE,415,1,412,10584835,-1,35.5945,33.9428,788,50,1,1655821656,1749686048,0,2022-06-21 14:27:36+00:00,2025-06-11 23:54:08+00:00,4G,Alfa,Mount Lebanon,El Meten,46
UMTS,415,1,3103,671712,8,35.4706,33.8971,1000,40,1,1657057930,1723642263,0,2022-07-05 21:52:10+00:00,2024-08-14 13:31:03+00:00,3G,Alfa,Beirut,Beirut,38
UMTS,415,1,3103,673032,24,35.4711,33.8951,1000,5,1,1657061410,1723647485,0,2022-07-05 22:50:10+00:00,2024-08-14 14:58:05+00:00,3G,Alfa,Beirut,Beirut,52
LTE,415,1,413,10506242,-1,35.5091,33.8925,1000,23,1,1658977524,1743176830,0,2022-07-28 03:05:24+00:00,2025-03-28 15:47:10+00:00,4G,Alfa,Beirut,Beirut,72
LTE,415,1,412,10546690,-1,35.5555,33.8744,1000,22,1,1658978717,1743176830,0,2022-07-28 03:25:17+00:00,2025-03-28 15:47:10+00:00,4G,Alfa,Mount Lebanon,El Meten,100
LTE,415,1,412,10565635,-1,35.5582,33.8714,1000,22,1,1658978847,1743176830,0,2022-07-28 03:27:27+00:00,2025-03-28 15:47:10+00:00,4G,Alfa,Mount Lebanon,El Meten,157
UMTS,415,1,3103,669832,23,35.4852,33.8939,1000,7,1,1660080900,1727248143,0,2022-08-09 21:35:00+00:00,2024-09-25 07:09:03+00:00,3G,Alfa,Beirut,Beirut,105
LTE,415,1,412,10589443,-1,35.5799,33.911,620,28,1,1665669423,1749686045,0,2022-10-13 13:57:03+00:00,2025-06-11 23:54:05+00:00,4G,Alfa,Mount Lebanon,El Meten,28
LTE,415,1,412,10557441,-1,35.5758,33.9063,870,28,1,1665669448,1749686046,0,2022-10-13 13:57:28+00:00,2025-06-11 23:54:06+00:00,4G,Alfa,Mount Lebanon,El Meten,33
LTE,415,1,412,10557442,-1,35.5717,33.9021,722,32,1,1665669501,1749686048,0,2022-10-13 13:58:21+00:00,2025-06-11 23:54:08+00:00,4G,Alfa,Mount Lebanon,El Meten,39
GSM,415,3,610,1712,-1,35.5756,33.9067,1735,50,1,1669690982,1737484622,0,2022-11-29 03:03:02+00:00,2025-01-21 18:37:02+00:00,2G,Touch,Mount Lebanon,El Meten,32
LTE,415,1,412,10603267,-1,35.5916,33.94,1096,32,1,1669821041,1749686045,0,2022-11-30 15:10:41+00:00,2025-06-11 23:54:05+00:00,4G,Alfa,Mount Lebanon,El Meten,39
LTE,415,1,412,10604292,-1,35.5923,33.9476,1000,21,1,1669821095,1749686048,0,2022-11-30 15:11:35+00:00,2025-06-11 23:54:08+00:00,4G,Alfa,Mount Lebanon,El Meten,29
LTE,415,1,412,10604289,-1,35.593,33.9498,1000,23,1,1669821475,1749686048,0,2022-11-30 15:17:55+00:00,2025-06-11 23:54:08+00:00,4G,Alfa,Mount Lebanon,El Meten,35
LTE,415,3,805,1799430,-1,35.6121,33.9758,1219,50,1,1669890254,1738762021,0,2022-12-01 10:24:14+00:00,2025-02-05 13:27:01+00:00,4G,Touch,Mount Lebanon,Kesrwane,47
LTE,415,3,805,1799432,-1,35.607,33.9682,2078,50,1,1669890425,1751919363,0,2022-12-01 10:27:05+00:00,2025-07-07 20:16:03+00:00,4G,Touch,Mount Lebanon,Kesrwane,55
LTE,415,3,805,2060807,-1,35.5986,33.9566,608,28,1,1669890793,1751919370,0,2022-12-01 10:33:13+00:00,2025-07-07 20:16:10+00:00,4G,Touch,Mount Lebanon,Kesrwane,34
LTE,415,3,805,2102790,-1,35.6114,33.9735,1000,8,1,1669949678,1751919363,0,2022-12-02 02:54:38+00:00,2025-07-07 20:16:03+00:00,4G,Touch,Mount Lebanon,Kesrwane,57
LTE,415,3,805,1832454,-1,35.6385,33.9863,1000,23,1,1669982079,1738846982,0,2022-12-02 11:54:39+00:00,2025-02-06 13:03:02+00:00,4G,Touch,Mount Lebanon,Kesrwane,31
LTE,415,1,412,10595331,-1,35.5974,33.9562,500,50,1,1669863111,1749686045,0,2022-12-01 02:51:51+00:00,2025-06-11 23:54:05+00:00,4G,Alfa,Mount Lebanon,El Meten,18
LTE,415,3,805,1918472,-1,35.6413,33.9927,1145,24,1,1670037110,1738761722,0,2022-12-03 03:11:50+00:00,2025-02-05 13:22:02+00:00,4G,Touch,Mount Lebanon,Kesrwane,32
LTE,415,3,805,1929480,-1,35.6436,33.9994,764,50,1,1670037149,1738761722,0,2022-12-03 03:12:29+00:00,2025-02-05 13:22:02+00:00,4G,Touch,Mount Lebanon,Kesrwane,37
LTE,415,3,805,2208263,-1,35.6228,33.9844,1395,30,1,1670048426,1738846982,0,2022-12-03 06:20:26+00:00,2025-02-06 13:03:02+00:00,4G,Touch,Mount Lebanon,Kesrwane,29
LTE,415,3,805,1799425,-1,35.6139,33.977,6198,16,1,1670048791,1751919363,0,2022-12-03 06:26:31+00:00,2025-07-07 20:16:03+00:00,4G,Touch,Mount Lebanon,Kesrwane,55
LTE,415,1,412,10595330,-1,35.5952,33.9451,955,50,1,1670050019,1749686045,0,2022-12-03 06:46:59+00:00,2025-06-11 23:54:05+00:00,4G,Alfa,Mount Lebanon,El Meten,59
LTE,415,3,805,2060802,-1,35.5978,33.956,1000,17,1,1670076962,1751919370,0,2022-12-03 14:16:02+00:00,2025-07-07 20:16:10+00:00,4G,Touch,Mount Lebanon,El Meten,30
LTE,415,3,805,2053123,-1,35.614,33.9756,1000,12,1,1670087313,1751919363,0,2022-12-03 17:08:33+00:00,2025-07-07 20:16:03+00:00,4G,Touch,Mount Lebanon,Kesrwane,65
LTE,415,3,805,2053122,-1,35.613,33.9749,1000,17,1,1670087316,1751919362,0,2022-12-03 17:08:36+00:00,2025-07-07 20:16:02+00:00,4G,Touch,Mount Lebanon,Kesrwane,59
LTE,415,3,805,1799427,-1,35.6035,33.9644,1469,30,1,1670087333,1751919369,0,2022-12-03 17:08:53+00:00,2025-07-07 20:16:09+00:00,4G,Touch,Mount Lebanon,Kesrwane,32
LTE,415,3,113,2085382,-1,35.5758,33.9062,1000,11,1,1670087687,1751919366,0,2022-12-03 17:14:47+00:00,2025-07-07 20:16:06+00:00,4G,Touch,Mount Lebanon,El Meten,33
GSM,415,3,624,10282,-1,35.4947,33.8362,1000,33,1,1670088572,1725390183,0,2022-12-03 17:29:32+00:00,2024-09-03 19:03:03+00:00,2G,Touch,Mount Lebanon,Baabda,56
LTE,415,3,805,2021892,-1,35.649,34.0179,1000,11,1,1670130583,1737097262,0,2022-12-04 05:09:43+00:00,2025-01-17 07:01:02+00:00,4G,Touch,Mount Lebanon,Kesrwane,155
LTE,415,1,314,11024646,-1,35.6472,34.1312,1268,10,1,1670138661,1749686049,0,2022-12-04 07:24:21+00:00,2025-06-11 23:54:09+00:00,4G,Alfa,Mount Lebanon,Jbeil,71
LTE,415,1,412,10546177,-1,35.5959,33.9486,1000,14,1,1670510711,1749686048,0,2022-12-08 14:45:11+00:00,2025-06-11 23:54:08+00:00,4G,Alfa,Mount Lebanon,El Meten,76
LTE,415,1,412,10589446,-1,35.5823,33.9145,1000,14,1,1671074925,1749686045,0,2022-12-15 03:28:45+00:00,2025-06-11 23:54:05+00:00,4G,Alfa,Mount Lebanon,El Meten,26
LTE,415,1,412,10589448,-1,35.5791,33.9099,500,33,1,1671075165,1749686045,0,2022-12-15 03:32:45+00:00,2025-06-11 23:54:05+00:00,4G,Alfa,Mount Lebanon,El Meten,31
LTE,415,1,412,10522630,-1,35.578,33.9086,1000,7,1,1671075275,1749686045,0,2022-12-15 03:34:35+00:00,2025-06-11 23:54:05+00:00,4G,Alfa,Mount Lebanon,El Meten,31
LTE,415,1,212,10596097,-1,35.5351,33.8658,1000,16,1,1671113078,1749686043,0,2022-12-15 14:04:38+00:00,2025-06-11 23:54:03+00:00,4G,Alfa,Mount Lebanon,El Meten,65
LTE,415,1,212,10556930,-1,35.5254,33.8709,1000,18,1,1671113208,1726485786,0,2022-12-15 14:06:48+00:00,2024-09-16 11:23:06+00:00,4G,Alfa,Mount Lebanon,Baabda,47
LTE,415,1,212,10578433,-1,35.5153,33.8789,1000,14,1,1671113378,1726486503,0,2022-12-15 14:09:38+00:00,2024-09-16 11:35:03+00:00,4G,Alfa,Beirut,Beirut,67
UMTS,415,1,3106,409809,144,35.5337,33.8884,1000,17,1,1671371339,1727249342,0,2022-12-18 13:48:59+00:00,2024-09-25 07:29:02+00:00,3G,Alfa,Mount Lebanon,El Meten,35
LTE,415,1,412,10596611,-1,35.6243,33.9267,500,35,1,1671881803,1728676089,0,2022-12-24 11:36:43+00:00,2024-10-11 19:48:09+00:00,4G,Alfa,Mount Lebanon,El Meten,406
LTE,415,1,412,10570241,-1,35.6363,33.9265,500,32,1,1671881903,1728676089,0,2022-12-24 11:38:23+00:00,2024-10-11 19:48:09+00:00,4G,Alfa,Mount Lebanon,El Meten,497
LTE,415,1,412,10581505,-1,35.635,33.9253,905,50,1,1671881933,1728676089,0,2022-12-24 11:38:53+00:00,2024-10-11 19:48:09+00:00,4G,Alfa,Mount Lebanon,El Meten,504
LTE,415,1,412,11081729,-1,35.6431,33.9254,654,44,1,1671882003,1728676089,0,2022-12-24 11:40:03+00:00,2024-10-11 19:48:09+00:00,4G,Alfa,Mount Lebanon,El Meten,595
LTE,415,1,412,10560003,-1,35.5702,33.9009,1000,22,1,1671938531,1749686048,0,2022-12-25 03:22:11+00:00,2025-06-11 23:54:08+00:00,4G,Alfa,Mount Lebanon,El Meten,28
LTE,415,1,212,10597636,-1,35.5297,33.8765,500,27,1,1671938911,1749686044,0,2022-12-25 03:28:31+00:00,2025-06-11 23:54:04+00:00,4G,Alfa,Mount Lebanon,El Meten,34
LTE,415,1,212,10597635,-1,35.5307,33.8717,1000,16,1,1671938931,1749686044,0,2022-12-25 03:28:51+00:00,2025-06-11 23:54:04+00:00,4G,Alfa,Mount Lebanon,Baabda,34
LTE,415,1,212,10597634,-1,35.5307,33.867,1000,16,1,1671938961,1749686044,0,2022-12-25 03:29:21+00:00,2025-06-11 23:54:04+00:00,4G,Alfa,Mount Lebanon,Baabda,42
GSM,415,1,6125,542,-1,35.5343,33.8565,1470,78,1,1671968327,1724045163,0,2022-12-25 11:38:47+00:00,2024-08-19 05:26:03+00:00,2G,Alfa,Mount Lebanon,Baabda,85
GSM,415,1,6125,703,-1,35.5175,33.8773,1000,3,1,1671969237,1724045164,0,2022-12-25 11:53:57+00:00,2024-08-19 05:26:04+00:00,2G,Alfa,Beirut,Beirut,59
GSM,415,1,6125,4078,-1,35.5176,33.8777,1000,2,1,1671969317,1724045164,0,2022-12-25 11:55:17+00:00,2024-08-19 05:26:04+00:00,2G,Alfa,Beirut,Beirut,61
LTE,415,1,212,10597378,-1,35.5376,33.8727,1000,22,1,1672048103,1739984402,0,2022-12-26 09:48:23+00:00,2025-02-19 17:00:02+00:00,4G,Alfa,Mount Lebanon,El Meten,78
LTE,415,1,414,10590210,-1,35.5394,33.8765,1000,5,1,1672218756,1739984402,0,2022-12-28 09:12:36+00:00,2025-02-19 17:00:02+00:00,4G,Alfa,Mount Lebanon,El Meten,57
GSM,415,1,6125,4072,-1,35.5499,33.8491,1000,3,1,1672224200,1723648628,0,2022-12-28 10:43:20+00:00,2024-08-14 15:17:08+00:00,2G,Alfa,Mount Lebanon,Baabda,220
GSM,415,1,6125,4070,-1,35.5486,33.8492,1000,12,1,1672224213,1723648628,0,2022-12-28 10:43:33+00:00,2024-08-14 15:17:08+00:00,2G,Alfa,Mount Lebanon,Baabda,214
UMTS,415,3,911,196705254,47,35.5773,33.9076,1000,10,1,1672248981,1751919364,0,2022-12-28 17:36:21+00:00,2025-07-07 20:16:04+00:00,3G,Touch,Mount Lebanon,El Meten,30
GSM,415,1,6172,6915,-1,35.8203,34.4375,1385,50,1,1672293020,1737013202,0,2022-12-29 05:50:20+00:00,2025-01-16 07:40:02+00:00,2G,Alfa,North,Tripoli,27
GSM,415,1,6172,6283,-1,35.8225,34.42,2376,50,1,1672293049,1737013082,0,2022-12-29 05:50:49+00:00,2025-01-16 07:38:02+00:00,2G,Alfa,North,Tripoli,26
GSM,415,1,6172,6284,-1,35.8207,34.4121,1000,19,1,1672293115,1737013082,0,2022-12-29 05:51:55+00:00,2025-01-16 07:38:02+00:00,2G,Alfa,North,El Koura,28
LTE,415,1,412,10527746,-1,35.6314,33.9234,991,27,1,1672487712,1728676089,0,2022-12-31 11:55:12+00:00,2024-10-11 19:48:09+00:00,4G,Alfa,Mount Lebanon,El Meten,551
LTE,415,1,412,10528001,-1,35.6168,33.9243,1000,22,1,1672513206,1758410884,0,2022-12-31 19:00:06+00:00,2025-09-20 23:28:04+00:00,4G,Alfa,Mount Lebanon,El Meten,337
LTE,415,1,412,11088385,-1,35.6115,33.924,1000,12,1,1672513276,1758410884,0,2022-12-31 19:01:16+00:00,2025-09-20 23:28:04+00:00,4G,Alfa,Mount Lebanon,El Meten,301
LTE,415,1,412,11088387,-1,35.6094,33.9233,1000,19,1,1672513316,1758410884,0,2022-12-31 19:01:56+00:00,2025-09-20 23:28:04+00:00,4G,Alfa,Mount Lebanon,El Meten,301
LTE,415,1,412,10533379,-1,35.5981,33.917,1000,13,1,1672513406,1728676089,0,2022-12-31 19:03:26+00:00,2024-10-11 19:48:09+00:00,4G,Alfa,Mount Lebanon,El Meten,152
LTE,415,1,412,10612227,-1,35.5901,33.919,1000,6,1,1672513556,1738784282,0,2022-12-31 19:05:56+00:00,2025-02-05 19:38:02+00:00,4G,Alfa,Mount Lebanon,El Meten,37
LTE,415,1,412,10498562,-1,35.5895,33.9195,1000,7,1,1672513586,1738784282,0,2022-12-31 19:06:26+00:00,2025-02-05 19:38:02+00:00,4G,Alfa,Mount Lebanon,El Meten,35
LTE,415,1,412,10577666,-1,35.5971,33.9558,1000,21,1,1673532760,1749686045,0,2023-01-12 14:12:40+00:00,2025-06-11 23:54:05+00:00,4G,Alfa,Mount Lebanon,El Meten,36
LTE,415,1,412,10577667,-1,35.6007,33.9582,1000,19,1,1673532841,1749686045,0,2023-01-12 14:14:01+00:00,2025-06-11 23:54:05+00:00,4G,Alfa,Mount Lebanon,Kesrwane,36
LTE,415,3,122,2255105,-1,35.4855,33.8835,1000,3,1,1674123063,1761635882,0,2023-01-19 10:11:03+00:00,2025-10-28 07:18:02+00:00,4G,Touch,Beirut,Beirut,102
GSM,415,1,6193,4870,-1,35.7861,33.8031,18519,128,1,1674361768,1726311247,0,2023-01-22 04:29:28+00:00,2024-09-14 10:54:07+00:00,2G,Alfa,Bekaa,Zahle,1253
GSM,415,1,6193,4868,-1,35.8369,33.805,6333,14,1,1674362016,1723111687,0,2023-01-22 04:33:36+00:00,2024-08-08 10:08:07+00:00,2G,Alfa,Bekaa,Zahle,931
GSM,415,1,6197,3320,-1,35.7997,33.7809,4073,6,1,1674379100,1726311247,0,2023-01-22 09:18:20+00:00,2024-09-14 10:54:07+00:00,2G,Alfa,Mount Lebanon,Aley,1300
GSM,415,1,6100,6977,-1,35.5728,33.8331,1942,17,1,1674381013,1723649522,0,2023-01-22 09:50:13+00:00,2024-08-14 15:32:02+00:00,2G,Alfa,Mount Lebanon,Baabda,296
GSM,415,1,6144,754,-1,35.5207,33.8825,1000,5,1,1674381848,1724045164,0,2023-01-22 10:04:08+00:00,2024-08-19 05:26:04+00:00,2G,Alfa,Beirut,Beirut,76
LTE,415,3,132,1869569,-1,35.539,33.8514,1000,18,1,1674359865,1751919361,0,2023-01-22 03:57:45+00:00,2025-07-07 20:16:01+00:00,4G,Touch,Mount Lebanon,Baabda,143
LTE,415,3,132,1869570,-1,35.5422,33.8505,1000,19,1,1674359878,1751919361,0,2023-01-22 03:57:58+00:00,2025-07-07 20:16:01+00:00,4G,Touch,Mount Lebanon,Baabda,166
GSM,415,1,6172,6916,-1,35.8205,34.4335,1000,20,1,1674533064,1737013202,0,2023-01-24 04:04:24+00:00,2025-01-16 07:40:02+00:00,2G,Alfa,North,Tripoli,26
GSM,415,1,6125,6983,-1,35.5416,33.857,1329,24,1,1674989317,1723647485,0,2023-01-29 10:48:37+00:00,2024-08-14 14:58:05+00:00,2G,Alfa,Mount Lebanon,Baabda,123
LTE,415,3,113,1852163,-1,35.5854,33.9127,1000,5,1,1675589628,1737484622,0,2023-02-05 09:33:48+00:00,2025-01-21 18:37:02+00:00,4G,Touch,Mount Lebanon,El Meten,38
LTE,415,1,412,11107586,-1,35.6291,33.9213,1000,14,1,1675523520,1728676089,0,2023-02-04 15:12:00+00:00,2024-10-11 19:48:09+00:00,4G,Alfa,Mount Lebanon,El Meten,563
LTE,415,1,412,10568962,-1,35.6016,33.9165,1000,17,1,1675525406,1728676089,0,2023-02-04 15:43:26+00:00,2024-10-11 19:48:09+00:00,4G,Alfa,Mount Lebanon,El Meten,172
LTE,415,1,412,10612226,-1,35.5928,33.9153,1000,10,1,1675525504,1728676089,0,2023-02-04 15:45:04+00:00,2024-10-11 19:48:09+00:00,4G,Alfa,Mount Lebanon,El Meten,79
GSM,415,3,610,5542,-1,35.6497,34.0452,660,27,1,1676102022,1751919369,0,2023-02-11 07:53:42+00:00,2025-07-07 20:16:09+00:00,2G,Touch,Mount Lebanon,Kesrwane,231
LTE,415,3,805,1918726,-1,35.6037,33.9656,1897,19,1,1676131795,1751919370,0,2023-02-11 16:09:55+00:00,2025-07-07 20:16:10+00:00,4G,Touch,Mount Lebanon,Kesrwane,33
LTE,415,1,212,10552833,-1,35.4961,33.8811,699,28,1,1676289251,1749686050,0,2023-02-13 11:54:11+00:00,2025-06-11 23:54:10+00:00,4G,Alfa,Beirut,Beirut,88
LTE,415,1,215,10504707,-1,35.4944,33.8677,1000,12,1,1676289336,1749686050,0,2023-02-13 11:55:36+00:00,2025-06-11 23:54:10+00:00,4G,Alfa,Mount Lebanon,Baabda,81
LTE,415,1,215,10532353,-1,35.4942,33.8365,1000,15,1,1676289516,1749686050,0,2023-02-13 11:58:36+00:00,2025-06-11 23:54:10+00:00,4G,Alfa,Mount Lebanon,Baabda,59
LTE,415,1,215,10532354,-1,35.493,33.8277,500,50,1,1676289585,1749686050,0,2023-02-13 11:59:45+00:00,2025-06-11 23:54:10+00:00,4G,Alfa,Mount Lebanon,Baabda,37
LTE,415,1,212,10542593,-1,35.4951,33.8749,1000,15,1,1676658173,1749686050,0,2023-02-17 18:22:53+00:00,2025-06-11 23:54:10+00:00,4G,Alfa,Beirut,Beirut,75
LTE,415,3,113,1796100,-1,35.6694,33.925,1000,10,1,1676733367,1738090502,0,2023-02-18 15:16:07+00:00,2025-01-28 18:55:02+00:00,4G,Touch,Mount Lebanon,El Meten,646
LTE,415,3,113,2179329,-1,35.6704,33.9252,1000,7,1,1676733373,1738090502,0,2023-02-18 15:16:13+00:00,2025-01-28 18:55:02+00:00,4G,Touch,Mount Lebanon,El Meten,653
LTE,415,1,312,10569991,-1,35.6691,33.9263,1200,8,1,1676733253,1728676089,0,2023-02-18 15:14:13+00:00,2024-10-11 19:48:09+00:00,4G,Alfa,Mount Lebanon,El Meten,608
LTE,415,1,412,11059457,-1,35.6427,33.9207,1000,5,1,1676734760,1728676089,0,2023-02-18 15:39:20+00:00,2024-10-11 19:48:09+00:00,4G,Alfa,Mount Lebanon,El Meten,658
LTE,415,1,412,10608644,-1,35.6401,33.9197,1000,5,1,1676734794,1728676089,0,2023-02-18 15:39:54+00:00,2024-10-11 19:48:09+00:00,4G,Alfa,Mount Lebanon,El Meten,647
LTE,415,1,412,11059459,-1,35.6389,33.9203,1000,12,1,1676734797,1728676089,0,2023-02-18 15:39:57+00:00,2024-10-11 19:48:09+00:00,4G,Alfa,Mount Lebanon,El Meten,609
LTE,415,1,412,10570248,-1,35.6276,33.9283,1000,12,1,1676735004,1728676089,0,2023-02-18 15:43:24+00:00,2024-10-11 19:48:09+00:00,4G,Alfa,Mount Lebanon,El Meten,401
LTE,415,1,412,10596616,-1,35.6255,33.9271,1000,7,1,1676735031,1728676089,0,2023-02-18 15:43:51+00:00,2024-10-11 19:48:09+00:00,4G,Alfa,Mount Lebanon,El Meten,419
LTE,415,3,805,2109702,-1,35.6237,33.984,1819,14,1,1676819364,1738846982,0,2023-02-19 15:09:24+00:00,2025-02-06 13:03:02+00:00,4G,Touch,Mount Lebanon,Kesrwane,34
GSM,415,1,6172,6611,-1,35.8257,34.4443,1072,13,1,1677132916,1737013202,0,2023-02-23 06:15:16+00:00,2025-01-16 07:40:02+00:00,2G,Alfa,North,Tripoli,33
LTE,415,3,201,2125569,-1,35.4998,33.8941,1000,8,1,1677500727,1725390182,0,2023-02-27 12:25:27+00:00,2024-09-03 19:03:02+00:00,4G,Touch,Beirut,Beirut,85
UMTS,415,3,901,19749613,153,35.4999,33.89,1000,20,1,1677503915,1725390183,0,2023-02-27 13:18:35+00:00,2024-09-03 19:03:03+00:00,3G,Touch,Beirut,Beirut,100
UMTS,415,3,901,19784595,211,35.4999,33.8895,1000,6,1,1677503935,1725390183,0,2023-02-27 13:18:55+00:00,2024-09-03 19:03:03+00:00,3G,Touch,Beirut,Beirut,100
LTE,415,1,215,10604034,-1,35.4936,33.8483,1000,11,1,1677501098,1749686050,0,2023-02-27 12:31:38+00:00,2025-06-11 23:54:10+00:00,4G,Alfa,Mount Lebanon,Baabda,54
LTE,415,1,314,10832643,-1,35.7091,34.3026,1000,6,1,1677726972,1758410884,0,2023-03-02 03:16:12+00:00,2025-09-20 23:28:04+00:00,4G,Alfa,North,El Batroun,69
LTE,415,1,413,10501384,-1,35.5014,33.8917,1000,13,1,1679248454,1727248143,0,2023-03-19 17:54:14+00:00,2024-09-25 07:09:03+00:00,4G,Alfa,Beirut,Beirut,76
UMTS,415,3,911,196697909,458,35.589,33.915,1484,9,1,1686082607,1751919368,0,2023-06-06 20:16:47+00:00,2025-07-07 20:16:08+00:00,3G,Touch,Mount Lebanon,El Meten,34
UMTS,415,3,901,19775743,130,35.5096,33.8931,1000,10,1,1686909915,1751919364,0,2023-06-16 10:05:15+00:00,2025-07-07 20:16:04+00:00,3G,Touch,Beirut,Beirut,63
LTE,415,1,115,11524354,-1,35.8886,33.7101,4723,13,1,1692076398,1723112825,0,2023-08-15 05:13:18+00:00,2024-08-08 10:27:05+00:00,4G,Alfa,Bekaa,Zahle,919
UMTS,415,1,5102,383952,47,35.8788,33.7937,4761,132,1,1692076715,1726301525,0,2023-08-15 05:18:35+00:00,2024-09-14 08:12:05+00:00,3G,Alfa,Bekaa,Zahle,902
LTE,415,1,115,11522312,-1,35.8358,33.8144,1311,12,1,1692077198,1727250604,0,2023-08-15 05:26:38+00:00,2024-09-25 07:50:04+00:00,4G,Alfa,Bekaa,Zahle,963
UMTS,415,1,5102,383993,103,35.8122,33.8058,1105,27,1,1692077447,1727250604,0,2023-08-15 05:30:47+00:00,2024-09-25 07:50:04+00:00,3G,Alfa,Bekaa,Zahle,1211
LTE,415,1,113,11520769,-1,35.7563,33.8109,1000,12,1,1692077971,1727249945,0,2023-08-15 05:39:31+00:00,2024-09-25 07:39:05+00:00,4G,Alfa,Mount Lebanon,Baabda,1528
LTE,415,1,113,11520770,-1,35.7452,33.8067,880,35,1,1692078001,1727249944,0,2023-08-15 05:40:01+00:00,2024-09-25 07:39:04+00:00,4G,Alfa,Mount Lebanon,Baabda,1511
LTE,415,1,113,11520775,-1,35.7459,33.8062,1180,16,1,1692078101,1727249944,0,2023-08-15 05:41:41+00:00,2024-09-25 07:39:04+00:00,4G,Alfa,Mount Lebanon,Baabda,1497
LTE,415,1,113,11019777,-1,35.7363,33.7999,1000,6,1,1692078135,1727249944,0,2023-08-15 05:42:15+00:00,2024-09-25 07:39:04+00:00,4G,Alfa,Mount Lebanon,Baabda,1464
LTE,415,1,113,11097090,-1,35.7256,33.801,1652,24,1,1692078141,1727249944,0,2023-08-15 05:42:21+00:00,2024-09-25 07:39:04+00:00,4G,Alfa,Mount Lebanon,Baabda,1377
LTE,415,1,113,11097091,-1,35.7065,33.8008,1283,18,1,1692078239,1727249944,0,2023-08-15 05:43:59+00:00,2024-09-25 07:39:04+00:00,4G,Alfa,Mount Lebanon,Aley,1324
LTE,415,1,113,11036419,-1,35.6961,33.7984,1000,21,1,1692078275,1727249704,0,2023-08-15 05:44:35+00:00,2024-09-25 07:35:04+00:00,4G,Alfa,Mount Lebanon,Aley,1278
LTE,415,1,412,10566663,-1,35.6083,33.8256,1031,6,1,1692078883,1724043902,0,2023-08-15 05:54:43+00:00,2024-08-19 05:05:02+00:00,4G,Alfa,Mount Lebanon,Baabda,656
LTE,415,1,113,11089667,-1,35.6127,33.8338,1797,26,1,1692078979,1724043903,0,2023-08-15 05:56:19+00:00,2024-08-19 05:05:03+00:00,4G,Alfa,Mount Lebanon,Baabda,599
LTE,415,1,214,10513671,-1,35.6028,33.8274,1428,50,1,1692078993,1727249344,0,2023-08-15 05:56:33+00:00,2024-09-25 07:29:04+00:00,4G,Alfa,Mount Lebanon,Baabda,539
LTE,415,1,214,10522882,-1,35.5809,33.8292,1000,12,1,1692085367,1727249344,0,2023-08-15 07:42:47+00:00,2024-09-25 07:29:04+00:00,4G,Alfa,Mount Lebanon,Baabda,420
LTE,415,1,214,10549511,-1,35.535,33.855,1000,8,1,1692085704,1724045163,0,2023-08-15 07:48:24+00:00,2024-08-19 05:26:03+00:00,4G,Alfa,Mount Lebanon,Baabda,101
LTE,415,1,312,10569997,-1,35.6503,33.9226,1000,9,1,1695097573,1728676089,0,2023-09-19 04:26:13+00:00,2024-10-11 19:48:09+00:00,4G,Alfa,Mount Lebanon,El Meten,715
LTE,415,1,412,10537229,-1,35.5911,33.9344,1000,20,1,1697814166,1749686045,0,2023-10-20 15:02:46+00:00,2025-06-11 23:54:05+00:00,4G,Alfa,Mount Lebanon,El Meten,39
LTE,415,1,412,10503949,-1,35.5869,33.9244,1000,18,1,1696943999,1738784282,0,2023-10-10 13:19:59+00:00,2025-02-05 19:38:02+00:00,4G,Alfa,Mount Lebanon,El Meten,30
LTE,415,1,412,10534412,-1,35.5875,33.9268,1000,13,1,1696944009,1738784282,0,2023-10-10 13:20:09+00:00,2025-02-05 19:38:02+00:00,4G,Alfa,Mount Lebanon,El Meten,37
LTE,415,1,412,10534411,-1,35.5902,33.9383,1000,9,1,1696944463,1749686048,0,2023-10-10 13:27:43+00:00,2025-06-11 23:54:08+00:00,4G,Alfa,Mount Lebanon,El Meten,32
LTE,415,1,412,10604301,-1,35.5924,33.94,1000,22,1,1696944533,1749686048,0,2023-10-10 13:28:53+00:00,2025-06-11 23:54:08+00:00,4G,Alfa,Mount Lebanon,El Meten,40
